"Year","Month","Value","Variable"
1960,12,-0.125,"tas"
1961,1,0.205,"tas"
1961,2,0.726,"tas"
1961,3,4.186,"tas"
1961,4,7.021,"tas"
1961,5,9.757,"tas"
1961,6,10.923,"tas"
1961,7,16.336,"tas"
1961,8,18.264,"tas"
1961,9,14.007,"tas"
1961,10,11.825,"tas"
1961,11,4.636,"tas"
1961,12,0.639,"tas"
1962,1,0.954,"tas"
1962,2,2.147,"tas"
1962,3,5.908,"tas"
1962,4,6.673,"tas"
1962,5,9.156,"tas"
1962,6,11.18,"tas"
1962,7,13.925,"tas"
1962,8,15.034,"tas"
1962,9,13.606,"tas"
1962,10,10.391,"tas"
1962,11,3.445,"tas"
1962,12,-0.292,"tas"
1963,1,-0.644,"tas"
1963,2,1.004,"tas"
1963,3,2.477,"tas"
1963,4,6.235,"tas"
1963,5,7.398,"tas"
1963,6,11.333,"tas"
1963,7,16.084,"tas"
1963,8,16.689,"tas"
1963,9,15.589,"tas"
1963,10,8.497,"tas"
1963,11,2.989,"tas"
1963,12,-2.119,"tas"
1964,1,-1.539,"tas"
1964,2,1.209,"tas"
1964,3,2.476,"tas"
1964,4,3.844,"tas"
1964,5,9.218,"tas"
1964,6,12.629,"tas"
1964,7,16.287,"tas"
1964,8,16.678,"tas"
1964,9,13.143,"tas"
1964,10,8.968,"tas"
1964,11,3.255,"tas"
1964,12,-2.248,"tas"
1965,1,-1.826,"tas"
1965,2,0.53,"tas"
1965,3,2.416,"tas"
1965,4,4.397,"tas"
1965,5,11.094,"tas"
1965,6,13.839,"tas"
1965,7,15.683,"tas"
1965,8,14.591,"tas"
1965,9,14.508,"tas"
1965,10,8.984,"tas"
1965,11,4.348,"tas"
1965,12,0.766,"tas"
1966,1,0.079,"tas"
1966,2,2.648,"tas"
1966,3,3.551,"tas"
1966,4,8.172,"tas"
1966,5,11.023,"tas"
1966,6,13.45,"tas"
1966,7,16.186,"tas"
1966,8,15.353,"tas"
1966,9,13.458,"tas"
1966,10,7.35,"tas"
1966,11,2.165,"tas"
1966,12,-1.4,"tas"
1967,1,1.148,"tas"
1967,2,-0.045,"tas"
1967,3,3.052,"tas"
1967,4,5.479,"tas"
1967,5,9.035,"tas"
1967,6,13.5,"tas"
1967,7,15.991,"tas"
1967,8,17.668,"tas"
1967,9,13.299,"tas"
1967,10,9.292,"tas"
1967,11,3.073,"tas"
1967,12,-0.658,"tas"
1968,1,-0.342,"tas"
1968,2,3.858,"tas"
1968,3,4.512,"tas"
1968,4,6.03,"tas"
1968,5,8.73,"tas"
1968,6,13.219,"tas"
1968,7,14.76,"tas"
1968,8,16.155,"tas"
1968,9,13.042,"tas"
1968,10,9.245,"tas"
1968,11,4.042,"tas"
1968,12,2.36,"tas"
1969,1,-0.358,"tas"
1969,2,2.212,"tas"
1969,3,3.869,"tas"
1969,4,4.015,"tas"
1969,5,7.431,"tas"
1969,6,14.102,"tas"
1969,7,15.986,"tas"
1969,8,16.857,"tas"
1969,9,14.501,"tas"
1969,10,9.428,"tas"
1969,11,2.439,"tas"
1969,12,1.778,"tas"
1970,1,0.009,"tas"
1970,2,0.318,"tas"
1970,3,3.306,"tas"
1970,4,4.748,"tas"
1970,5,8.523,"tas"
1970,6,9.202,"tas"
1970,7,13.694,"tas"
1970,8,15.823,"tas"
1970,9,11.148,"tas"
1970,10,10.428,"tas"
1970,11,4.566,"tas"
1970,12,-0.35,"tas"
1971,1,-0.187,"tas"
1971,2,0.348,"tas"
1971,3,5.386,"tas"
1971,4,4.891,"tas"
1971,5,7.701,"tas"
1971,6,11.819,"tas"
1971,7,12.475,"tas"
1971,8,16.024,"tas"
1971,9,13.843,"tas"
1971,10,10.911,"tas"
1971,11,5.774,"tas"
1971,12,2.975,"tas"
1972,1,2.086,"tas"
1972,2,0.894,"tas"
1972,3,3.124,"tas"
1972,4,6.733,"tas"
1972,5,10.32,"tas"
1972,6,14.256,"tas"
1972,7,16.486,"tas"
1972,8,17.266,"tas"
1972,9,16.195,"tas"
1972,10,9.468,"tas"
1972,11,4.3,"tas"
1972,12,0.105,"tas"
1973,1,1.383,"tas"
1973,2,1.251,"tas"
1973,3,1.958,"tas"
1973,4,4.588,"tas"
1973,5,6.219,"tas"
1973,6,14.623,"tas"
1973,7,16.161,"tas"
1973,8,15.5,"tas"
1973,9,15.125,"tas"
1973,10,7.961,"tas"
1973,11,3.106,"tas"
1973,12,0.624,"tas"
1974,1,-0.352,"tas"
1974,2,2.108,"tas"
1974,3,3.533,"tas"
1974,4,5.616,"tas"
1974,5,9.815,"tas"
1974,6,12.146,"tas"
1974,7,13.482,"tas"
1974,8,14.949,"tas"
1974,9,14.584,"tas"
1974,10,9.236,"tas"
1974,11,2.801,"tas"
1974,12,-0.371,"tas"
1975,1,-3.531,"tas"
1975,2,-1.096,"tas"
1975,3,-0.603,"tas"
1975,4,6.386,"tas"
1975,5,10.744,"tas"
1975,6,13.439,"tas"
1975,7,16.886,"tas"
1975,8,17.164,"tas"
1975,9,16.986,"tas"
1975,10,9.9,"tas"
1975,11,5.097,"tas"
1975,12,-0.404,"tas"
1976,1,-0.757,"tas"
1976,2,0.608,"tas"
1976,3,4.348,"tas"
1976,4,6.317,"tas"
1976,5,10.882,"tas"
1976,6,12.19,"tas"
1976,7,17.319,"tas"
1976,8,17.794,"tas"
1976,9,11.21,"tas"
1976,10,7.757,"tas"
1976,11,1.907,"tas"
1976,12,2.062,"tas"
1977,1,2.066,"tas"
1977,2,3.288,"tas"
1977,3,3.702,"tas"
1977,4,4.094,"tas"
1977,5,8.408,"tas"
1977,6,11.727,"tas"
1977,7,13.892,"tas"
1977,8,17.628,"tas"
1977,9,12.625,"tas"
1977,10,9.128,"tas"
1977,11,3.481,"tas"
1977,12,1.635,"tas"
1978,1,-0.144,"tas"
1978,2,3.394,"tas"
1978,3,2.655,"tas"
1978,4,6.906,"tas"
1978,5,11.292,"tas"
1978,6,10.256,"tas"
1978,7,15.725,"tas"
1978,8,16.857,"tas"
1978,9,14.984,"tas"
1978,10,10.536,"tas"
1978,11,2.839,"tas"
1978,12,-0.208,"tas"
1979,1,1.502,"tas"
1979,2,3.013,"tas"
1979,3,4.031,"tas"
1979,4,6.713,"tas"
1979,5,8.636,"tas"
1979,6,11.957,"tas"
1979,7,17.239,"tas"
1979,8,15.521,"tas"
1979,9,15.649,"tas"
1979,10,8.068,"tas"
1979,11,3.205,"tas"
1979,12,-0.992,"tas"
1980,1,0.457,"tas"
1980,2,0.561,"tas"
1980,3,3.807,"tas"
1980,4,6.817,"tas"
1980,5,9.765,"tas"
1980,6,14.292,"tas"
1980,7,13.648,"tas"
1980,8,16.443,"tas"
1980,9,14.043,"tas"
1980,10,10.51,"tas"
1980,11,2.866,"tas"
1980,12,0.722,"tas"
1981,1,0.48,"tas"
1981,2,1.99,"tas"
1981,3,4.233,"tas"
1981,4,4.767,"tas"
1981,5,10.06,"tas"
1981,6,11.251,"tas"
1981,7,14.753,"tas"
1981,8,14.756,"tas"
1981,9,15.304,"tas"
1981,10,8.833,"tas"
1981,11,4.774,"tas"
1981,12,1.471,"tas"
1982,1,-0.131,"tas"
1982,2,0.831,"tas"
1982,3,4.848,"tas"
1982,4,8.426,"tas"
1982,5,8.234,"tas"
1982,6,14.512,"tas"
1982,7,17.524,"tas"
1982,8,16.846,"tas"
1982,9,13.645,"tas"
1982,10,10.406,"tas"
1982,11,1.886,"tas"
1982,12,1.732,"tas"
1983,1,0.974,"tas"
1983,2,1.169,"tas"
1983,3,3.067,"tas"
1983,4,7.745,"tas"
1983,5,8.131,"tas"
1983,6,12.472,"tas"
1983,7,15.116,"tas"
1983,8,15.735,"tas"
1983,9,15.366,"tas"
1983,10,9.484,"tas"
1983,11,4.537,"tas"
1983,12,-0.182,"tas"
1984,1,0.841,"tas"
1984,2,1.811,"tas"
1984,3,2.803,"tas"
1984,4,5.864,"tas"
1984,5,8.241,"tas"
1984,6,14.045,"tas"
1984,7,15.174,"tas"
1984,8,19.249,"tas"
1984,9,14.15,"tas"
1984,10,8.455,"tas"
1984,11,2.935,"tas"
1984,12,-1.752,"tas"
1985,1,-3.108,"tas"
1985,2,0.129,"tas"
1985,3,1.955,"tas"
1985,4,6.301,"tas"
1985,5,11.026,"tas"
1985,6,15.12,"tas"
1985,7,17.351,"tas"
1985,8,15.623,"tas"
1985,9,14.596,"tas"
1985,10,9.205,"tas"
1985,11,1.92,"tas"
1985,12,1.498,"tas"
1986,1,0.204,"tas"
1986,2,1.235,"tas"
1986,3,2.152,"tas"
1986,4,6.196,"tas"
1986,5,6.041,"tas"
1986,6,11.597,"tas"
1986,7,14.021,"tas"
1986,8,17.129,"tas"
1986,9,15.729,"tas"
1986,10,11.956,"tas"
1986,11,6.848,"tas"
1986,12,2.005,"tas"
1987,1,-0.696,"tas"
1987,2,4.143,"tas"
1987,3,3.151,"tas"
1987,4,5.099,"tas"
1987,5,12.903,"tas"
1987,6,17.08,"tas"
1987,7,16.396,"tas"
1987,8,17.925,"tas"
1987,9,11.682,"tas"
1987,10,9.121,"tas"
1987,11,4.937,"tas"
1987,12,2.273,"tas"
1988,1,0.445,"tas"
1988,2,2.401,"tas"
1988,3,1.5,"tas"
1988,4,6.087,"tas"
1988,5,8.621,"tas"
1988,6,11.445,"tas"
1988,7,19.6,"tas"
1988,8,16.4,"tas"
1988,9,11.241,"tas"
1988,10,8.398,"tas"
1988,11,4.496,"tas"
1988,12,0.48,"tas"
1989,1,2.166,"tas"
1989,2,3.037,"tas"
1989,3,5.657,"tas"
1989,4,6.423,"tas"
1989,5,9.166,"tas"
1989,6,13.208,"tas"
1989,7,16.644,"tas"
1989,8,17.371,"tas"
1989,9,16.757,"tas"
1989,10,8.519,"tas"
1989,11,2.906,"tas"
1989,12,0.112,"tas"
1990,1,-0.016,"tas"
1990,2,1.1,"tas"
1990,3,1.641,"tas"
1990,4,3.603,"tas"
1990,5,9.625,"tas"
1990,6,17.66,"tas"
1990,7,16.193,"tas"
1990,8,16.744,"tas"
1990,9,14.254,"tas"
1990,10,10.256,"tas"
1990,11,4.753,"tas"
1990,12,0.542,"tas"
1991,1,1.492,"tas"
1991,2,1.481,"tas"
1991,3,3.964,"tas"
1991,4,4.816,"tas"
1991,5,6.875,"tas"
1991,6,11.507,"tas"
1991,7,14.868,"tas"
1991,8,17.708,"tas"
1991,9,15.134,"tas"
1991,10,9.853,"tas"
1991,11,2.427,"tas"
1991,12,-0.145,"tas"
1992,1,0.146,"tas"
1992,2,-0.122,"tas"
1992,3,1.605,"tas"
1992,4,6.4,"tas"
1992,5,8.323,"tas"
1992,6,12.925,"tas"
1992,7,13.501,"tas"
1992,8,16.265,"tas"
1992,9,15.467,"tas"
1992,10,8.476,"tas"
1992,11,4.614,"tas"
1992,12,-2.089,"tas"
1993,1,0.671,"tas"
1993,2,2.186,"tas"
1993,3,5.414,"tas"
1993,4,5.394,"tas"
1993,5,11.653,"tas"
1993,6,12.996,"tas"
1993,7,14.484,"tas"
1993,8,15.97,"tas"
1993,9,12.838,"tas"
1993,10,10.818,"tas"
1993,11,3.891,"tas"
1993,12,1.432,"tas"
1994,1,0.561,"tas"
1994,2,2.8,"tas"
1994,3,3.258,"tas"
1994,4,5.809,"tas"
1994,5,9.214,"tas"
1994,6,9.64,"tas"
1994,7,14.507,"tas"
1994,8,15.126,"tas"
1994,9,14.794,"tas"
1994,10,8.177,"tas"
1994,11,2,"tas"
1994,12,1.292,"tas"
1995,1,0.697,"tas"
1995,2,1.994,"tas"
1995,3,3.019,"tas"
1995,4,4.092,"tas"
1995,5,9.162,"tas"
1995,6,15.084,"tas"
1995,7,13.451,"tas"
1995,8,16.069,"tas"
1995,9,12.617,"tas"
1995,10,6.513,"tas"
1995,11,3.069,"tas"
1995,12,2.093,"tas"
1996,1,1.915,"tas"
1996,2,4.328,"tas"
1996,3,6.018,"tas"
1996,4,5.32,"tas"
1996,5,10.088,"tas"
1996,6,14.232,"tas"
1996,7,15.729,"tas"
1996,8,16.48,"tas"
1996,9,14.028,"tas"
1996,10,10.774,"tas"
1996,11,4.497,"tas"
1996,12,0.34,"tas"
1997,1,-0.402,"tas"
1997,2,-1.049,"tas"
1997,3,3.239,"tas"
1997,4,6.328,"tas"
1997,5,12.404,"tas"
1997,6,10.365,"tas"
1997,7,15.472,"tas"
1997,8,16.72,"tas"
1997,9,12.824,"tas"
1997,10,12.063,"tas"
1997,11,4.26,"tas"
1997,12,-0.724,"tas"
1998,1,0.121,"tas"
1998,2,1.247,"tas"
1998,3,3.857,"tas"
1998,4,7.569,"tas"
1998,5,8.759,"tas"
1998,6,14.968,"tas"
1998,7,17.521,"tas"
1998,8,17.37,"tas"
1998,9,16.206,"tas"
1998,10,10.508,"tas"
1998,11,3.654,"tas"
1998,12,2.965,"tas"
1999,1,1.376,"tas"
1999,2,1.574,"tas"
1999,3,4.494,"tas"
1999,4,4.928,"tas"
1999,5,9.209,"tas"
1999,6,12.483,"tas"
1999,7,15.081,"tas"
1999,8,15.976,"tas"
1999,9,14.181,"tas"
1999,10,9.116,"tas"
1999,11,5.498,"tas"
1999,12,1.534,"tas"
2000,1,-0.219,"tas"
2000,2,1.227,"tas"
2000,3,2.525,"tas"
2000,4,4.244,"tas"
2000,5,7.613,"tas"
2000,6,13.219,"tas"
2000,7,16.938,"tas"
2000,8,16.316,"tas"
2000,9,15.523,"tas"
2000,10,10.357,"tas"
2000,11,4.694,"tas"
2000,12,2.053,"tas"
2001,1,1.389,"tas"
2001,2,2.995,"tas"
2001,3,2.718,"tas"
2001,4,5.158,"tas"
2001,5,10.154,"tas"
2001,6,13.675,"tas"
2001,7,19.278,"tas"
2001,8,17.979,"tas"
2001,9,13.988,"tas"
2001,10,5.694,"tas"
2001,11,2.581,"tas"
2001,12,2.53,"tas"
2002,1,1.356,"tas"
2002,2,-0.542,"tas"
2002,3,3.931,"tas"
2002,4,6.343,"tas"
2002,5,10.065,"tas"
2002,6,12.352,"tas"
2002,7,15.806,"tas"
2002,8,18.147,"tas"
2002,9,13.439,"tas"
2002,10,7.566,"tas"
2002,11,5.616,"tas"
2002,12,1.092,"tas"
2003,1,0.666,"tas"
2003,2,2.867,"tas"
2003,3,5.849,"tas"
2003,4,5.54,"tas"
2003,5,8.999,"tas"
2003,6,15.614,"tas"
2003,7,18.145,"tas"
2003,8,18.375,"tas"
2003,9,14.107,"tas"
2003,10,7.619,"tas"
2003,11,5.449,"tas"
2003,12,2.872,"tas"
2004,1,-1.23,"tas"
2004,2,1.744,"tas"
2004,3,5.743,"tas"
2004,4,6.198,"tas"
2004,5,8.282,"tas"
2004,6,12.593,"tas"
2004,7,18.488,"tas"
2004,8,17.985,"tas"
2004,9,16.674,"tas"
2004,10,8.507,"tas"
2004,11,3.854,"tas"
2004,12,3.977,"tas"
2005,1,0.532,"tas"
2005,2,4.209,"tas"
2005,3,5.098,"tas"
2005,4,9.252,"tas"
2005,5,12.816,"tas"
2005,6,14.986,"tas"
2005,7,17.907,"tas"
2005,8,15.692,"tas"
2005,9,14.362,"tas"
2005,10,7.658,"tas"
2005,11,1.695,"tas"
2005,12,-0.532,"tas"
2006,1,-2.018,"tas"
2006,2,2.79,"tas"
2006,3,5.009,"tas"
2006,4,5.128,"tas"
2006,5,9.783,"tas"
2006,6,11.878,"tas"
2006,7,16.533,"tas"
2006,8,17.292,"tas"
2006,9,12.255,"tas"
2006,10,6.869,"tas"
2006,11,2.651,"tas"
2006,12,-0.219,"tas"
2007,1,-0.587,"tas"
2007,2,3.179,"tas"
2007,3,6.16,"tas"
2007,4,5.687,"tas"
2007,5,8.873,"tas"
2007,6,13.429,"tas"
2007,7,16.85,"tas"
2007,8,15.927,"tas"
2007,9,14.39,"tas"
2007,10,10.602,"tas"
2007,11,2.767,"tas"
2007,12,-1.651,"tas"
2008,1,0.066,"tas"
2008,2,1.305,"tas"
2008,3,1.772,"tas"
2008,4,6.733,"tas"
2008,5,8.344,"tas"
2008,6,11.566,"tas"
2008,7,13.673,"tas"
2008,8,16.262,"tas"
2008,9,12.225,"tas"
2008,10,10.997,"tas"
2008,11,6.061,"tas"
2008,12,3.752,"tas"
2009,1,-0.245,"tas"
2009,2,2.757,"tas"
2009,3,3.625,"tas"
2009,4,7.715,"tas"
2009,5,10.511,"tas"
2009,6,15.297,"tas"
2009,7,17.044,"tas"
2009,8,15.52,"tas"
2009,9,15.681,"tas"
2009,10,10.114,"tas"
2009,11,3.946,"tas"
2009,12,1.032,"tas"
2010,1,-0.162,"tas"
2010,2,2.668,"tas"
2010,3,6.178,"tas"
2010,4,7.095,"tas"
2010,5,12.566,"tas"
2010,6,15.681,"tas"
2010,7,17.517,"tas"
2010,8,17.637,"tas"
2010,9,14.214,"tas"
2010,10,11.238,"tas"
2010,11,5.167,"tas"
2010,12,2.288,"tas"
2011,1,1.026,"tas"
2011,2,4.028,"tas"
2011,3,3.29,"tas"
2011,4,7.378,"tas"
2011,5,10.635,"tas"
2011,6,13.319,"tas"
2011,7,17.434,"tas"
2011,8,20.075,"tas"
2011,9,17.644,"tas"
2011,10,12.211,"tas"
2011,11,4.852,"tas"
2011,12,1.087,"tas"
2012,1,-0.754,"tas"
2012,2,0.363,"tas"
2012,3,3.018,"tas"
2012,4,5.146,"tas"
2012,5,9.55,"tas"
2012,6,14.509,"tas"
2012,7,16.699,"tas"
2012,8,17.869,"tas"
2012,9,15.292,"tas"
2012,10,9.697,"tas"
2012,11,2.397,"tas"
2012,12,-0.464,"tas"
2013,1,1.065,"tas"
2013,2,-0.337,"tas"
2013,3,1.304,"tas"
2013,4,6.794,"tas"
2013,5,9.125,"tas"
2013,6,15.178,"tas"
2013,7,19.471,"tas"
2013,8,19.451,"tas"
2013,9,16.115,"tas"
2013,10,12.495,"tas"
2013,11,2.627,"tas"
2013,12,0.699,"tas"
2014,1,0.149,"tas"
2014,2,3.856,"tas"
2014,3,5.28,"tas"
2014,4,6.528,"tas"
2014,5,11.16,"tas"
2014,6,12.824,"tas"
2014,7,16.876,"tas"
2014,8,18.507,"tas"
2014,9,14.919,"tas"
2014,10,8.376,"tas"
2014,11,4.25,"tas"
2014,12,3.443,"tas"
2015,1,3.213,"tas"
2015,2,3.807,"tas"
2015,3,6.355,"tas"
2015,4,7.067,"tas"
2015,5,9.087,"tas"
2015,6,16.11,"tas"
2015,7,17.878,"tas"
2015,8,18.691,"tas"
2015,9,17.764,"tas"
2015,10,9.651,"tas"
2015,11,4.444,"tas"
2015,12,0.533,"tas"
2016,1,1.74,"tas"
2016,2,3.019,"tas"
2016,3,3.982,"tas"
2016,4,5.401,"tas"
2016,5,11.921,"tas"
2016,6,14.438,"tas"
2016,7,18.467,"tas"
2016,8,18.922,"tas"
2016,9,16.98,"tas"
2016,10,11.913,"tas"
2016,11,4.519,"tas"
2016,12,1.427,"tas"
2017,1,1.98,"tas"
2017,2,0.208,"tas"
2017,3,3.979,"tas"
2017,4,7.93,"tas"
2017,5,13.591,"tas"
2017,6,15.824,"tas"
2017,7,18.509,"tas"
2017,8,18.178,"tas"
2017,9,16.611,"tas"
2017,10,13.197,"tas"
2017,11,3.853,"tas"
2017,12,1.617,"tas"
2018,1,-1.323,"tas"
2018,2,0.899,"tas"
2018,3,1.854,"tas"
2018,4,9.395,"tas"
2018,5,12.088,"tas"
2018,6,15.244,"tas"
2018,7,16.742,"tas"
2018,8,21.252,"tas"
2018,9,20.555,"tas"
2018,10,11.035,"tas"
2018,11,3.722,"tas"
2018,12,-0.962,"tas"
2019,1,1.276,"tas"
2019,2,1.651,"tas"
2019,3,4.528,"tas"
2019,4,9.737,"tas"
2019,5,11.814,"tas"
2019,6,15.075,"tas"
2019,7,20.761,"tas"
2019,8,16.762,"tas"
2019,9,15.837,"tas"
2019,10,10.476,"tas"
2019,11,3.684,"tas"
2019,12,1.371,"tas"
2020,1,2.886,"tas"
2020,2,3.049,"tas"
2020,3,5.252,"tas"
2020,4,4.822,"tas"
2020,5,12.719,"tas"
2020,6,14.585,"tas"
2020,7,15.674,"tas"
2020,8,18.135,"tas"
2020,9,18.885,"tas"
2020,10,8.649,"tas"
2020,11,3.195,"tas"
2020,12,1.441,"tas"
2021,1,2.49,"tas"
2021,2,3.447,"tas"
2021,3,2.653,"tas"
2021,4,5.272,"tas"
2021,5,10.786,"tas"
2021,6,16.314,"tas"
2021,7,16.74,"tas"
2021,8,18.165,"tas"
2021,9,18.315,"tas"
2021,10,11.062,"tas"
2021,11,5.148,"tas"
2021,12,1.38,"tas"
2022,1,0.792,"tas"
2022,2,1.999,"tas"
2022,3,5.757,"tas"
2022,4,7.843,"tas"
2022,5,12.529,"tas"
2022,6,16.321,"tas"
2022,7,18.624,"tas"
2022,8,18.327,"tas"
2022,9,14.025,"tas"
2022,10,8.786,"tas"
2022,11,3.223,"tas"
2022,12,2.701,"tas"
2023,1,3.716,"tas"
2023,2,3.659,"tas"
2023,3,6.226,"tas"
2023,4,6.812,"tas"
2023,5,9.619,"tas"
2023,6,12.31,"tas"
2023,7,19.341,"tas"
2023,8,19.72,"tas"
2023,9,18.121,"tas"
2023,10,10.43,"tas"
2023,11,6.347,"tas"
2023,12,0.19,"tas"
2024,1,3.117,"tas"
2024,2,3.355,"tas"
2024,3,3.696,"tas"
2024,4,8.131,"tas"
2024,5,13.183,"tas"
2024,6,16.467,"tas"
2024,7,17.698,"tas"
2024,8,17.181,"tas"
2024,9,16.993,"tas"
2024,10,13.402,"tas"
2024,11,4.987,"tas"
2024,12,1.455,"tas"
2025,1,0.164,"tas"
2025,2,2.111,"tas"
2025,3,7.657,"tas"
2025,4,5.675,"tas"
2025,5,10.511,"tas"
2025,6,13.099,"tas"
2025,7,16.221,"tas"
2025,8,20.726,"tas"
2025,9,18.088,"tas"
2025,10,12.264,"tas"
2025,11,4.286,"tas"
2025,12,-0.777,"tas"
2026,1,2.061,"tas"
2026,2,5.843,"tas"
2026,3,6.37,"tas"
2026,4,7.707,"tas"
2026,5,11.341,"tas"
2026,6,15.197,"tas"
2026,7,19.26,"tas"
2026,8,17.951,"tas"
2026,9,19.391,"tas"
2026,10,13.03,"tas"
2026,11,5.274,"tas"
2026,12,3.959,"tas"
2027,1,3.465,"tas"
2027,2,2.27,"tas"
2027,3,6.226,"tas"
2027,4,6.808,"tas"
2027,5,11.129,"tas"
2027,6,15.289,"tas"
2027,7,18.875,"tas"
2027,8,20.959,"tas"
2027,9,18.794,"tas"
2027,10,10.69,"tas"
2027,11,6.533,"tas"
2027,12,2.194,"tas"
2028,1,3.004,"tas"
2028,2,3.37,"tas"
2028,3,7.33,"tas"
2028,4,6.423,"tas"
2028,5,10.943,"tas"
2028,6,14.729,"tas"
2028,7,18.097,"tas"
2028,8,17.555,"tas"
2028,9,14.718,"tas"
2028,10,10.158,"tas"
2028,11,5.163,"tas"
2028,12,1.036,"tas"
2029,1,2.047,"tas"
2029,2,1.936,"tas"
2029,3,2.638,"tas"
2029,4,6.36,"tas"
2029,5,13.728,"tas"
2029,6,15.322,"tas"
2029,7,17.304,"tas"
2029,8,18.217,"tas"
2029,9,15.655,"tas"
2029,10,11.139,"tas"
2029,11,5.169,"tas"
2029,12,3.748,"tas"
2030,1,-0.744,"tas"
2030,2,1.254,"tas"
2030,3,3.856,"tas"
2030,4,6.5,"tas"
2030,5,12.1,"tas"
2030,6,14.049,"tas"
2030,7,19.393,"tas"
2030,8,19.907,"tas"
2030,9,15.362,"tas"
2030,10,13.838,"tas"
2030,11,6.761,"tas"
2030,12,1.396,"tas"
2031,1,1.733,"tas"
2031,2,3.333,"tas"
2031,3,4.463,"tas"
2031,4,8.181,"tas"
2031,5,10.507,"tas"
2031,6,11.7,"tas"
2031,7,16.273,"tas"
2031,8,20.843,"tas"
2031,9,13.32,"tas"
2031,10,9.525,"tas"
2031,11,3.332,"tas"
2031,12,3.083,"tas"
2032,1,1.805,"tas"
2032,2,3.295,"tas"
2032,3,2.161,"tas"
2032,4,5.975,"tas"
2032,5,8.387,"tas"
2032,6,16.172,"tas"
2032,7,19.155,"tas"
2032,8,18.894,"tas"
2032,9,16.841,"tas"
2032,10,10.616,"tas"
2032,11,4.166,"tas"
2032,12,0.215,"tas"
2033,1,0.727,"tas"
2033,2,3.421,"tas"
2033,3,6.651,"tas"
2033,4,7.028,"tas"
2033,5,11.532,"tas"
2033,6,13.647,"tas"
2033,7,20.864,"tas"
2033,8,18.99,"tas"
2033,9,15.787,"tas"
2033,10,11.148,"tas"
2033,11,5.92,"tas"
2033,12,1.203,"tas"
2034,1,1.111,"tas"
2034,2,2.623,"tas"
2034,3,4.692,"tas"
2034,4,8.399,"tas"
2034,5,9.829,"tas"
2034,6,13.439,"tas"
2034,7,19.61,"tas"
2034,8,19.26,"tas"
2034,9,17.495,"tas"
2034,10,9.044,"tas"
2034,11,5.642,"tas"
2034,12,2.546,"tas"
2035,1,3.179,"tas"
2035,2,2.661,"tas"
2035,3,6.603,"tas"
2035,4,7.493,"tas"
2035,5,10.099,"tas"
2035,6,16.273,"tas"
2035,7,17.948,"tas"
2035,8,18.235,"tas"
2035,9,18.268,"tas"
2035,10,12.264,"tas"
2035,11,7.263,"tas"
2035,12,3.457,"tas"
2036,1,2.587,"tas"
2036,2,3.509,"tas"
2036,3,4.487,"tas"
2036,4,7.177,"tas"
2036,5,10.666,"tas"
2036,6,14.505,"tas"
2036,7,19.33,"tas"
2036,8,20.736,"tas"
2036,9,18.737,"tas"
2036,10,10.711,"tas"
2036,11,5.125,"tas"
2036,12,0.932,"tas"
2037,1,2.548,"tas"
2037,2,1.982,"tas"
2037,3,4.721,"tas"
2037,4,5.335,"tas"
2037,5,10.034,"tas"
2037,6,13.855,"tas"
2037,7,19.657,"tas"
2037,8,20.927,"tas"
2037,9,18.248,"tas"
2037,10,12.583,"tas"
2037,11,4.331,"tas"
2037,12,3.298,"tas"
2038,1,2.778,"tas"
2038,2,3.473,"tas"
2038,3,6.284,"tas"
2038,4,7.365,"tas"
2038,5,9.888,"tas"
2038,6,13.283,"tas"
2038,7,19.772,"tas"
2038,8,20.747,"tas"
2038,9,17.724,"tas"
2038,10,11.135,"tas"
2038,11,5.146,"tas"
2038,12,2.308,"tas"
2039,1,2.588,"tas"
2039,2,4.093,"tas"
2039,3,2.795,"tas"
2039,4,6.711,"tas"
2039,5,9.934,"tas"
2039,6,16.199,"tas"
2039,7,18.413,"tas"
2039,8,20.487,"tas"
2039,9,19.561,"tas"
2039,10,11.647,"tas"
2039,11,6.194,"tas"
2039,12,3.627,"tas"
2040,1,3.334,"tas"
2040,2,4.62,"tas"
2040,3,6.544,"tas"
2040,4,7.454,"tas"
2040,5,12.553,"tas"
2040,6,13.663,"tas"
2040,7,21.232,"tas"
2040,8,18.309,"tas"
2040,9,18.299,"tas"
2040,10,13.184,"tas"
2040,11,7.398,"tas"
2040,12,4.302,"tas"
2041,1,3.867,"tas"
2041,2,2.931,"tas"
2041,3,5.687,"tas"
2041,4,6.704,"tas"
2041,5,9.15,"tas"
2041,6,17.882,"tas"
2041,7,19.698,"tas"
2041,8,19.363,"tas"
2041,9,17.17,"tas"
2041,10,12.99,"tas"
2041,11,5.119,"tas"
2041,12,-0.903,"tas"
2042,1,-2.514,"tas"
2042,2,-0.62,"tas"
2042,3,2.82,"tas"
2042,4,6.239,"tas"
2042,5,12.889,"tas"
2042,6,15.993,"tas"
2042,7,19.033,"tas"
2042,8,20.754,"tas"
2042,9,18.291,"tas"
2042,10,12.106,"tas"
2042,11,5.203,"tas"
2042,12,0.971,"tas"
2043,1,0.906,"tas"
2043,2,3.887,"tas"
2043,3,6.129,"tas"
2043,4,9.167,"tas"
2043,5,12.811,"tas"
2043,6,19.202,"tas"
2043,7,19.507,"tas"
2043,8,18.765,"tas"
2043,9,19.8,"tas"
2043,10,15.483,"tas"
